VR-10_Variable_region_insert_primer_1_	T7_init_VR-10.in	99.034	207	1	1	26	232	3117	3322	3.06e-104	370
VR-12_Variable_region_insert_primer_1_	T7_init_VR-9.ins	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-9.ins	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-9.ins	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-8.ins	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-8.ins	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-8.ins	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-7.ins	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-7.ins	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-7.ins	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-6.ins	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-6.ins	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-6.ins	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-5.ins	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-5.ins	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-5.ins	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-4.ins	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-4.ins	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-4.ins	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-3.ins	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-3.ins	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-3.ins	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-31.in	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-31.in	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-31.in	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-30.in	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-30.in	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-30.in	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-2.ins	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-2.ins	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-2.ins	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-29.in	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-29.in	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-29.in	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-28.in	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-28.in	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-28.in	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-27.in	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-27.in	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-27.in	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-26.in	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-26.in	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-26.in	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-25.in	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-25.in	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-25.in	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-24.in	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-24.in	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-24.in	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-23.in	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-23.in	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-23.in	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-22.in	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-22.in	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-22.in	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-21.in	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-21.in	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-21.in	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-20.in	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-20.in	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-20.in	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-1.ins	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-1.ins	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-1.ins	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-19.in	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-19.in	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-19.in	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-18.in	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-18.in	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-18.in	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-17.in	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-17.in	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-17.in	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-16.in	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-16.in	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-16.in	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-15.in	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-15.in	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-15.in	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-14.in	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-14.in	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-14.in	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-13.in	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-13.in	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-13.in	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-12.in	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-12.in	100.000	172	0	0	67	238	3151	3322	1.12e-88	318
VR-12_Variable_region_insert_primer_1_	T7_init_VR-12.in	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-12.in	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-11.in	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-11.in	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-11.in	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-12_Variable_region_insert_primer_1_	T7_init_VR-10.in	99.083	545	5	0	456	1000	723	1267	0.0	979
VR-12_Variable_region_insert_primer_1_	T7_init_VR-10.in	98.333	60	0	1	377	435	582	641	3.43e-24	104
VR-12_Variable_region_insert_primer_1_	T7_init_VR-10.in	100.000	29	0	0	239	267	1	29	3.50e-09	54.7
VR-13_Variable_region_insert_primer_1_	T7_init_VR-13.in	98.578	211	0	3	16	225	3114	3322	2.28e-104	370
VR-16_Variable_region_insert_primer_1_	T7_init_VR-9.ins	98.410	566	7	2	437	1000	723	1288	0.0	994
VR-16_Variable_region_insert_primer_1_	T7_init_VR-9.ins	98.333	60	0	1	358	416	582	641	3.43e-24	104
VR-16_Variable_region_insert_primer_1_	T7_init_VR-9.ins	100.000	29	0	0	234	262	1	29	3.50e-09	54.7
VR-16_Variable_region_insert_primer_1_	T7_init_VR-8.ins	98.410	566	7	2	437	1000	723	1288	0.0	994
VR-16_Variable_region_insert_primer_1_	T7_init_VR-8.ins	98.333	60	0	1	358	416	582	641	3.43e-24	104
VR-16_Variable_region_insert_primer_1_	T7_init_VR-8.ins	100.000	29	0	0	234	262	1	29	3.50e-09	54.7
VR-16_Variable_region_insert_primer_1_	T7_init_VR-7.ins	98.410	566	7	2	437	1000	723	1288	0.0	994
VR-16_Variable_region_insert_primer_1_	T7_init_VR-7.ins	98.333	60	0	1	358	416	582	641	3.43e-24	104
VR-16_Variable_region_insert_primer_1_	T7_init_VR-7.ins	100.000	29	0	0	234	262	1	29	3.50e-09	54.7
VR-16_Variable_region_insert_primer_1_	T7_init_VR-6.ins	98.410	566	7	2	437	1000	723	1288	0.0	994
VR-16_Variable_region_insert_primer_1_	T7_init_VR-6.ins	98.333	60	0	1	358	416	582	641	3.43e-24	104
VR-16_Variable_region_insert_primer_1_	T7_init_VR-6.ins	100.000	29	0	0	234	262	1	29	3.50e-09	54.7
VR-16_Variable_region_insert_primer_1_	T7_init_VR-5.ins	98.410	566	7	2	437	1000	723	1288	0.0	994
VR-16_Variable_region_insert_primer_1_	T7_init_VR-5.ins	98.333	60	0	1	358	416	582	641	3.43e-24	104
VR-16_Variable_region_insert_primer_1_	T7_init_VR-5.ins	100.000	29	0	0	234	262	1	29	3.50e-09	54.7
VR-16_Variable_region_insert_primer_1_	T7_init_VR-4.ins	98.410	566	7	2	437	1000	723	1288	0.0	994
VR-16_Variable_region_insert_primer_1_	T7_init_VR-4.ins	98.333	60	0	1	358	416	582	641	3.43e-24	104
VR-16_Variable_region_insert_primer_1_	T7_init_VR-4.ins	100.000	29	0	0	234	262	1	29	3.50e-09	54.7
VR-16_Variable_region_insert_primer_1_	T7_init_VR-3.ins	98.410	566	7	2	437	1000	723	1288	0.0	994
VR-16_Variable_region_insert_primer_1_	T7_init_VR-3.ins	98.333	60	0	1	358	416	582	641	3.43e-24	104
VR-16_Variable_region_insert_primer_1_	T7_init_VR-3.ins	100.000	29	0	0	234	262	1	29	3.50e-09	54.7
VR-16_Variable_region_insert_primer_1_	T7_init_VR-31.in	98.410	566	7	2	437	1000	723	1288	0.0	994
VR-16_Variable_region_insert_primer_1_	T7_init_VR-31.in	98.333	60	0	1	358	416	582	641	3.43e-24	104
VR-16_Variable_region_insert_primer_1_	T7_init_VR-31.in	100.000	29	0	0	234	262	1	29	3.50e-09	54.7
VR-16_Variable_region_insert_primer_1_	T7_init_VR-30.in	98.410	566	7	2	437	1000	723	1288	0.0	994
VR-16_Variable_region_insert_primer_1_	T7_init_VR-30.in	98.333	60	0	1	358	416	582	641	3.43e-24	104
VR-16_Variable_region_insert_primer_1_	T7_init_VR-30.in	100.000	29	0	0	234	262	1	29	3.50e-09	54.7
VR-16_Variable_region_insert_primer_1_	T7_init_VR-2.ins	98.410	566	7	2	437	1000	723	1288	0.0	994
VR-16_Variable_region_insert_primer_1_	T7_init_VR-2.ins	98.333	60	0	1	358	416	582	641	3.43e-24	104
VR-16_Variable_region_insert_primer_1_	T7_init_VR-2.ins	100.000	29	0	0	234	262	1	29	3.50e-09	54.7
VR-16_Variable_region_insert_primer_1_	T7_init_VR-29.in	98.410	566	7	2	437	1000	723	1288	0.0	994
VR-16_Variable_region_insert_primer_1_	T7_init_VR-29.in	98.333	60	0	1	358	416	582	641	3.43e-24	104
VR-16_Variable_region_insert_primer_1_	T7_init_VR-29.in	100.000	29	0	0	234	262	1	29	3.50e-09	54.7
VR-16_Variable_region_insert_primer_1_	T7_init_VR-28.in	98.410	566	7	2	437	1000	723	1288	0.0	994
VR-16_Variable_region_insert_primer_1_	T7_init_VR-28.in	98.333	60	0	1	358	416	582	641	3.43e-24	104
VR-16_Variable_region_insert_primer_1_	T7_init_VR-28.in	100.000	29	0	0	234	262	1	29	3.50e-09	54.7
VR-16_Variable_region_insert_primer_1_	T7_init_VR-27.in	98.410	566	7	2	437	1000	723	1288	0.0	994
VR-16_Variable_region_insert_primer_1_	T7_init_VR-27.in	98.333	60	0	1	358	416	582	641	3.43e-24	104
VR-16_Variable_region_insert_primer_1_	T7_init_VR-27.in	100.000	29	0	0	234	262	1	29	3.50e-09	54.7
VR-16_Variable_region_insert_primer_1_	T7_init_VR-26.in	98.410	566	7	2	437	1000	723	1288	0.0	994
VR-16_Variable_region_insert_primer_1_	T7_init_VR-26.in	98.333	60	0	1	358	416	582	641	3.43e-24	104
VR-16_Variable_region_insert_primer_1_	T7_init_VR-26.in	100.000	29	0	0	234	262	1	29	3.50e-09	54.7
